Temperature,Rainfall,Humidity,Pressure,RainToday,RainTomorrow
20.1,0,10.05,5.025,No,0
22.75,0,11.375,5.6875,No,0
24.7,0,12.35,6.175,No,0
24,0,12,6,No,0
25.1,0,12.55,6.275,No,1
24.2,46.4,35.3,40.85,Yes,0
25.95,0.2,13.075,6.6375,No,0
22.4,0,11.2,5.6,No,0
22.3,0.6,11.45,6.025,No,0
23.05,0.2,11.625,5.9125,No,0
21.4,0,10.7,5.35,No,1
20.9,22,21.45,21.725,Yes,1
22.65,15.6,19.125,17.3625,Yes,1
25.8,12.8,19.3,16.05,Yes,0
23.65,0.2,11.925,6.0625,No,0
20,0,10,5,No,0
19.25,0,9.625,4.8125,No,0
18.35,0,9.175,4.5875,No,1
19.4,15,17.2,16.1,Yes,1
17.9,2.4,10.15,6.275,Yes,0
15.95,0.2,8.075,4.1375,No,0
17.4,0.2,8.8,4.5,No,0
14.5,0,7.25,3.625,No,0
14.7,0.2,7.45,3.825,No,0
13.2,0.2,6.7,3.45,No,0
13.5,0,6.75,3.375,No,0
14.35,0.2,7.275,3.7375,No,0
9.5,0,4.75,2.375,No,0
9.65,0,4.825,2.4125,No,0
13.2,0.2,6.7,3.45,No,0
11.4,0.2,5.8,3,No,0
12.75,0,6.375,3.1875,No,0
14.8,0,7.4,3.7,No,0
15.7,0.2,7.95,4.075,No,0
16.5,2,9.25,5.625,Yes,0
14.15,3.6,8.875,6.2375,Yes,0
15.4,0,7.7,3.85,No,0
11.55,0,5.775,2.8875,No,0
12,0.2,6.1,3.15,No,0
14.15,0.2,7.175,3.6875,No,0
13.7,0.2,6.95,3.575,No,0
11.95,0,5.975,2.9875,No,0
11.5,0,5.75,2.875,No,0
8.75,0,4.375,2.1875,No,0
10.55,0,5.275,2.6375,No,0
12.85,0,6.425,3.2125,No,0
11.85,0,5.925,2.9625,No,0
13.3,0.6,6.95,3.775,No,0
14,4.4,9.2,6.8,Yes,1
11.5,0.2,5.85,3.025,No,0
11.3,0,5.65,2.825,No,0
13.65,0.2,6.925,3.5625,No,0
11.4,0,5.7,2.85,No,0
11.45,0.4,5.925,3.1625,No,0
11,0,5.5,2.75,No,0
12.8,0.2,6.5,3.35,No,0
14.7,0,7.35,3.675,No,1
13.75,3.2,8.475,5.8375,Yes,0
14.2,0.4,7.3,3.85,No,0
12.35,0.4,6.375,3.3875,No,0
13.6,0,6.8,3.4,No,0
14.05,0,7.025,3.5125,No,0
14.55,0,7.275,3.6375,No,0
9.35,0,4.675,2.3375,No,0
8.7,0,4.35,2.175,No,0
9.5,0,4.75,2.375,No,0
8.4,0,4.2,2.1,No,0
9.15,0,4.575,2.2875,No,0
9.85,0,4.925,2.4625,No,1
10.55,1.6,6.075,3.8375,Yes,0
12.8,0.2,6.5,3.35,No,0
12.3,0.2,6.25,3.225,No,0
12.9,0.4,6.65,3.525,No,1
12.65,17.4,15.025,16.2125,Yes,1
12.4,0.2,6.3,3.25,No,0
10.55,0.2,5.375,2.7875,No,0
10.85,0.4,5.625,3.0125,No,0
11.05,0,5.525,2.7625,No,0
10.7,0.2,5.45,2.825,No,0
13.75,0.4,7.075,3.7375,No,0
13.95,0,6.975,3.4875,No,0
11.2,0.8,6,3.4,No,0
9.95,0,4.975,2.4875,No,0
10.05,0,5.025,2.5125,No,0
13.05,0.2,6.625,3.4125,No,0
11.3,0.4,5.85,3.125,No,0
13.8,0,6.9,3.45,No,0
13.85,0,6.925,3.4625,No,0
9.7,0,4.85,2.425,No,1
13.1,11.2,12.15,11.675,Yes,0
9.9,0.2,5.05,2.625,No,1
14,12.8,13.4,13.1,Yes,1
13.85,1.6,7.725,4.6625,Yes,0
13.7,0,6.85,3.425,No,0
13.8,0,6.9,3.45,No,0
15.4,0.2,7.8,4,No,0
14.6,0,7.3,3.65,No,0
15.25,0,7.625,3.8125,No,0
14.85,0,7.425,3.7125,No,0
13.5,0,6.75,3.375,No,0
15.15,0,7.575,3.7875,No,0
17.95,0,8.975,4.4875,No,0
18.05,0,9.025,4.5125,No,1
16.05,1.2,8.625,4.9125,Yes,0
12.8,1,6.9,3.95,No,0
14.4,0,7.2,3.6,No,0
13.65,0,6.825,3.4125,No,0
18.8,0,9.4,4.7,No,0
19.4,0,9.7,4.85,No,0
20.7,0,10.35,5.175,No,0
20.65,0,10.325,5.1625,No,0
19.95,0,9.975,4.9875,No,0
15.95,0,7.975,3.9875,No,0
16.35,0,8.175,4.0875,No,0
17.55,8.8,13.175,10.9875,Yes,0
16.55,0,8.275,4.1375,No,0
12.9,0,6.45,3.225,No,0
14.9,13.6,14.25,13.925,Yes,0
13.9,0.6,7.25,3.925,No,0
14.7,0,7.35,3.675,No,0
14.95,0,7.475,3.7375,No,0
17.75,1,9.375,5.1875,No,1
18.1,7.2,12.65,9.925,Yes,1
17.65,9.6,13.625,11.6125,Yes,0
15.65,0,7.825,3.9125,No,0
15.45,0,7.725,3.8625,No,0
15,0,7.5,3.75,No,0
17.15,0,8.575,4.2875,No,0
19.45,0,9.725,4.8625,No,0
22.9,0,11.45,5.725,No,0
24.7,0,12.35,6.175,No,0
19.4,0.4,9.9,5.15,No,1
15.05,1.6,8.325,4.9625,Yes,0
19.55,0.2,9.875,5.0375,No,0
21.75,0,10.875,5.4375,No,0
17.35,1.4,9.375,5.3875,Yes,0
19,0,9.5,4.75,No,0
19.9,0,9.95,4.975,No,1
16.1,3.6,9.85,6.725,Yes,1
21.25,0.2,10.725,5.4625,No,0
28,1.6,14.8,8.2,Yes,1
26.7,3.8,15.25,9.525,Yes,0
25.75,0.2,12.975,6.5875,No,0
22.75,0,11.375,5.6875,No,0
27.65,0,13.825,6.9125,No,0
23.55,0,11.775,5.8875,No,0
19.5,0,9.75,4.875,No,1
17.95,12.4,15.175,13.7875,Yes,1
21.95,6,13.975,9.9875,Yes,0
27.35,0.2,13.775,6.9875,No,0
27.75,0,13.875,6.9375,No,0
19.05,7.4,13.225,10.3125,Yes,1
15.3,32.8,24.05,28.425,Yes,1
17,11.2,14.1,12.65,Yes,1
23.2,51.6,37.4,44.5,Yes,1
22.75,2.2,12.475,7.3375,Yes,0
24.9,0,12.45,6.225,No,0
25.6,0,12.8,6.4,No,1
16.75,0.8,8.775,4.7875,No,0
17.95,0.2,9.075,4.6375,No,0
17.55,0,8.775,4.3875,No,1
16.1,0.2,8.15,4.175,No,0
17.65,14.4,16.025,15.2125,Yes,1
20.7,6.6,13.65,10.125,Yes,1
20.45,1.8,11.125,6.4625,Yes,1
18.5,2,10.25,6.125,Yes,0
17.15,0,8.575,4.2875,No,0
20.05,0,10.025,5.0125,No,0
19.3,0,9.65,4.825,No,0
21.1,0.8,10.95,5.875,No,1
21.45,0,10.725,5.3625,No,0
20.4,0.6,10.5,5.55,No,1
24.25,0.2,12.225,6.2125,No,0
24,0,12,6,No,0
24.25,0,12.125,6.0625,No,1
21.55,1.8,11.675,6.7375,Yes,0
20.6,0,10.3,5.15,No,0
20.35,0,10.175,5.0875,No,0
22.75,0,11.375,5.6875,No,0
25.9,0,12.95,6.475,No,0
28.4,0,14.2,7.1,No,0
24.25,0,12.125,6.0625,No,1
25.25,0.2,12.725,6.4625,No,1
26.1,17.2,21.65,19.425,Yes,0
18.1,0,9.05,4.525,No,0
21.25,0,10.625,5.3125,No,0
21.1,27,24.05,25.525,Yes,1
22,23.2,22.6,22.9,Yes,1
25.2,0,12.6,6.3,No,0
24.25,0,12.125,6.0625,No,0
24.95,0,12.475,6.2375,No,0
23.55,0.2,11.875,6.0375,No,0
23.05,0.8,11.925,6.3625,No,1
21,1.2,11.1,6.15,Yes,1
21.5,5.2,13.35,9.275,Yes,1
23.4,34.2,28.8,31.5,Yes,1
21.4,4.4,12.9,8.65,Yes,1
22.75,15.2,18.975,17.0875,Yes,0
23.75,0.6,12.175,6.3875,No,1
25.85,0,12.925,6.4625,No,1
17.3,9.4,13.35,11.375,Yes,1
18.15,22.4,20.275,21.3375,Yes,1
23.2,9.4,16.3,12.85,Yes,0
24.95,0,12.475,6.2375,No,0
23.6,0,11.8,5.9,No,0
19.5,1,10.25,5.625,No,1
20.95,1.8,11.375,6.5875,Yes,0
20.9,0.8,10.85,5.825,No,1
21.55,0.2,10.875,5.5375,No,1
21,4.6,12.8,8.7,Yes,1
20.9,18.6,19.75,19.175,Yes,0
22.15,0.6,11.375,5.9875,No,0
22.65,0,11.325,5.6625,No,0
23.5,10.6,17.05,13.825,Yes,0
25,0.2,12.6,6.4,No,1
23.3,20,21.65,20.825,Yes,1
22.5,27.8,25.15,26.475,Yes,0
23.25,0,11.625,5.8125,No,0
24.4,0,12.2,6.1,No,0
22.95,0,11.475,5.7375,No,0
23.85,0,11.925,5.9625,No,0
26.6,0,13.3,6.65,No,0
27.55,0,13.775,6.8875,No,1
24.55,27.8,26.175,26.9875,Yes,1
18.6,11.8,15.2,13.5,Yes,1
21.4,0,10.7,5.35,No,0
19,0,9.5,4.75,No,1
18.8,43.8,31.3,37.55,Yes,0
20.85,0.2,10.525,5.3625,No,0
21.1,0,10.55,5.275,No,0
21.6,0,10.8,5.4,No,0
22.65,0,11.325,5.6625,No,0
21.35,0,10.675,5.3375,No,0
21.95,0,10.975,5.4875,No,0
19.65,2.6,11.125,6.8625,Yes,0
20.15,1,10.575,5.7875,No,1
17.8,0,8.9,4.45,No,0
17.35,0,8.675,4.3375,No,0
20.35,1,10.675,5.8375,No,0
21.65,0,10.825,5.4125,No,0
20.9,0,10.45,5.225,No,0
21.5,0,10.75,5.375,No,1
20.5,2.4,11.45,6.925,Yes,1
20.8,3,11.9,7.45,Yes,0
21.8,0,10.9,5.45,No,0
21.9,0,10.95,5.475,No,0
22.6,0,11.3,5.65,No,0
22.15,0,11.075,5.5375,No,0
18.2,0.2,9.2,4.7,No,0
17.8,0,8.9,4.45,No,0
19.55,0,9.775,4.8875,No,0
18,34.2,26.1,30.15,Yes,1
21.6,43.8,32.7,38.25,Yes,1
20.85,2,11.425,6.7125,Yes,0
17.3,2,9.65,5.825,Yes,1
16.85,0,8.425,4.2125,No,0
14.05,0.2,7.125,3.6625,No,0
15.45,0,7.725,3.8625,No,0
16.4,0,8.2,4.1,No,0
14.65,0,7.325,3.6625,No,0
13.85,0,6.925,3.4625,No,0
12.85,0,6.425,3.2125,No,0
17.05,0,8.525,4.2625,No,0
19.35,0,9.675,4.8375,No,0
15.1,0,7.55,3.775,No,0
10.85,0,5.425,2.7125,No,0
13.3,0.2,6.75,3.475,No,0
14,0.2,7.1,3.65,No,0
12.45,0.2,6.325,3.2625,No,0
13.15,0,6.575,3.2875,No,0
14.35,0,7.175,3.5875,No,0
13.1,0.4,6.75,3.575,No,0
12.7,0,6.35,3.175,No,0
12.25,0.2,6.225,3.2125,No,0
11.75,0,5.875,2.9375,No,0
12.9,0.2,6.55,3.375,No,0
13.75,0,6.875,3.4375,No,0
14.35,0,7.175,3.5875,No,0
14.25,1.2,7.725,4.4625,Yes,1
14.45,13.4,13.925,13.6625,Yes,0
15.35,0.2,7.775,3.9875,No,0
12.65,0.2,6.425,3.3125,No,1
12.05,11.8,11.925,11.8625,Yes,0
9.6,0.2,4.9,2.55,No,0
10.45,0,5.225,2.6125,No,1
11.15,6.6,8.875,7.7375,Yes,1
9.6,0.2,4.9,2.55,No,1
12.1,3.8,7.95,5.875,Yes,0
11.65,0.2,5.925,3.0625,No,0
11.5,0,5.75,2.875,No,0
10.75,0,5.375,2.6875,No,0
9.4,0.2,4.8,2.5,No,0
9.5,0.2,4.85,2.525,No,0
13.05,0.6,6.825,3.7125,No,0
13,0,6.5,3.25,No,0
14.7,0,7.35,3.675,No,0
12.45,0.2,6.325,3.2625,No,0
11,0,5.5,2.75,No,0
9.1,0,4.55,2.275,No,0
11.2,0,5.6,2.8,No,0
12.1,0,6.05,3.025,No,1
12.85,2.6,7.725,5.1625,Yes,0
12.1,0,6.05,3.025,No,0
10.95,0.4,5.675,3.0375,No,0
13.75,7.2,10.475,8.8375,Yes,0
16.1,2.8,9.45,6.125,Yes,0
11.7,0.2,5.95,3.075,No,0
12.15,0.2,6.175,3.1875,No,0
9.85,0,4.925,2.4625,No,0
9.55,0.2,4.875,2.5375,No,0
11.5,0,5.75,2.875,No,0
13.3,0,6.65,3.325,No,1
12.7,4.4,8.55,6.475,Yes,0
12.95,0.6,6.775,3.6875,No,0
13.45,0,6.725,3.3625,No,0
10.5,0,5.25,2.625,No,0
9.95,0,4.975,2.4875,No,0
10.6,0,5.3,2.65,No,0
10.25,0,5.125,2.5625,No,0
9.75,0,4.875,2.4375,No,0
9.75,0,4.875,2.4375,No,0
10.15,0,5.075,2.5375,No,0
12.15,0,6.075,3.0375,No,0
13.3,0,6.65,3.325,No,0
9.65,0,4.825,2.4125,No,0
11.55,0.2,5.875,3.0375,No,0
13.2,0,6.6,3.3,No,0
11.6,0,5.8,2.9,No,0
13.3,0,6.65,3.325,No,0
13.9,0,6.95,3.475,No,0
12.85,0,6.425,3.2125,No,0
10.1,0,5.05,2.525,No,0
14.05,0,7.025,3.5125,No,0
12.9,0,6.45,3.225,No,0
12.35,0,6.175,3.0875,No,0
13.35,0,6.675,3.3375,No,0
12.4,0,6.2,3.1,No,0
10.7,0,5.35,2.675,No,0
15.7,0,7.85,3.925,No,0
19.6,0,9.8,4.9,No,1
14.95,4.8,9.875,7.3375,Yes,0
13.75,0,6.875,3.4375,No,0
13.3,0,6.65,3.325,No,0
14.25,0,7.125,3.5625,No,0
12.55,0,6.275,3.1375,No,1
10.3,1.8,6.05,3.925,Yes,0
12.7,0,6.35,3.175,No,0
13.6,0,6.8,3.4,No,0
16.15,0,8.075,4.0375,No,0
20.1,0.2,10.15,5.175,No,0
14.6,0,7.3,3.65,No,0
14.45,0,7.225,3.6125,No,0
15.75,0,7.875,3.9375,No,0
15.15,0,7.575,3.7875,No,0
17.2,0,8.6,4.3,No,0
14.85,0.2,7.525,3.8625,No,0
12.8,0.2,6.5,3.35,No,0
12.9,0,6.45,3.225,No,0
15.8,0,7.9,3.95,No,1
14.55,7,10.775,8.8875,Yes,1
15.3,5.4,10.35,7.875,Yes,0
16.85,0,8.425,4.2125,No,0
19.55,0,9.775,4.8875,No,0
16.75,0,8.375,4.1875,No,0
17.25,0,8.625,4.3125,No,0
14.7,0,7.35,3.675,No,0
24.1,0,12.05,6.025,No,1
14.95,0,7.475,3.7375,No,0
20.9,0,10.45,5.225,No,0
16.8,0,8.4,4.2,No,1
17.45,1.8,9.625,5.7125,Yes,0
16.3,0.4,8.35,4.375,No,0
16.1,0.6,8.35,4.475,No,0
16.8,0.2,8.5,4.35,No,1
12.45,7.8,10.125,8.9625,Yes,1
13.45,15.4,14.425,14.9125,Yes,0
18.6,0,9.3,4.65,No,0
22.1,0,11.05,5.525,No,0
19.75,0,9.875,4.9375,No,0
22.4,0,11.2,5.6,No,0
23.7,0,11.85,5.925,No,0
20.75,0,10.375,5.1875,No,0
16.25,0,8.125,4.0625,No,0
16.55,0,8.275,4.1375,No,0
18.3,0,9.15,4.575,No,0
22.35,0,11.175,5.5875,No,0
20.1,0,10.05,5.025,No,0
18.05,0,9.025,4.5125,No,0
23.55,0,11.775,5.8875,No,0
24.35,0,12.175,6.0875,No,0
18.2,0,9.1,4.55,No,0
20.7,0.2,10.45,5.325,No,0
24.35,0,12.175,6.0875,No,0
27.65,0,13.825,6.9125,No,0
23.25,20.4,21.825,21.1125,Yes,0
17.5,0,8.75,4.375,No,0
19.7,0,9.85,4.925,No,0
19.55,1,10.275,5.6375,No,1
16.75,2.8,9.775,6.2875,Yes,1
22.5,2,12.25,7.125,Yes,1
17.25,1.6,9.425,5.5125,Yes,1
16.7,0,8.35,4.175,No,0
19.2,0.4,9.8,5.1,No,0
20.05,0.2,10.125,5.1625,No,0
18.2,0,9.1,4.55,No,0
23,0,11.5,5.75,No,0
27.45,0,13.725,6.8625,No,0
24.15,0.6,12.375,6.4875,No,1
20.7,18.2,19.45,18.825,Yes,1
24.75,5.6,15.175,10.3875,Yes,0
28.8,0.2,14.5,7.35,No,0
30.1,0,15.05,7.525,No,0
22.95,0,11.475,5.7375,No,0
27.9,0,13.95,6.975,No,0
28.05,0,14.025,7.0125,No,0
30.45,0,15.225,7.6125,No,0
24.45,0,12.225,6.1125,No,0
23.15,0,11.575,5.7875,No,0
30.05,0,15.025,7.5125,No,0
23,0.2,11.6,5.9,No,1
20.9,12.2,16.55,14.375,Yes,0
22.3,0,11.15,5.575,No,0
25.8,0,12.9,6.45,No,0
33.55,0,16.775,8.3875,No,0
23.4,0.2,11.8,6,No,0
21.55,0.4,10.975,5.6875,No,0
25.75,0.2,12.975,6.5875,No,0
23.75,0.4,12.075,6.2375,No,0
27.85,0,13.925,6.9625,No,1
21.65,27.2,24.425,25.8125,Yes,1
21.75,5,13.375,9.1875,Yes,1
23.5,101.8,62.65,82.225,Yes,1
23.5,1.2,12.35,6.775,Yes,0
27.5,0.2,13.85,7.025,No,1
17.1,37.8,27.45,32.625,Yes,1
17.25,15.8,16.525,16.1625,Yes,1
22.7,4.8,13.75,9.275,Yes,0
22.45,0.2,11.325,5.7625,No,0
22.95,0,11.475,5.7375,No,0
22.4,0,11.2,5.6,No,0
23.25,0,11.625,5.8125,No,0
24.05,0,12.025,6.0125,No,0
22.8,0,11.4,5.7,No,0
23.15,0,11.575,5.7875,No,0
22.75,2.4,12.575,7.4875,Yes,0
25.1,0,12.55,6.275,No,0
18.6,0,9.3,4.65,No,0
19.1,0,9.55,4.775,No,0
22.4,0,11.2,5.6,No,0
26.15,0,13.075,6.5375,No,0
26.05,0,13.025,6.5125,No,0
22.95,0,11.475,5.7375,No,0
26.5,0,13.25,6.625,No,0
26.05,0,13.025,6.5125,No,1
21.7,0,10.85,5.425,No,0
20.65,0,10.325,5.1625,No,0
17.75,2.8,10.275,6.5375,Yes,1
18.8,13.6,16.2,14.9,Yes,0
18.15,0.2,9.175,4.6875,No,0
18.75,0,9.375,4.6875,No,0
18.65,0.4,9.525,4.9625,No,0
19.85,0.2,10.025,5.1125,No,0
21.15,0.2,10.675,5.4375,No,0
19.7,0.2,9.95,5.075,No,1
18.35,18.4,18.375,18.3875,Yes,0
19.55,0.2,9.875,5.0375,No,0
16.75,0.2,8.475,4.3375,No,1
15.7,7,11.35,9.175,Yes,1
18.45,0.8,9.625,5.2125,No,0
16.8,0.4,8.6,4.5,No,0
15.85,0,7.925,3.9625,No,0
15.85,0.2,8.025,4.1125,No,0
16.7,0,8.35,4.175,No,0
17.55,0.2,8.875,4.5375,No,0
19.35,0.2,9.775,4.9875,No,0
19.25,0,9.625,4.8125,No,0
20.65,0,10.325,5.1625,No,0
22.45,0,11.225,5.6125,No,0
15.8,0,7.9,3.95,No,0
17.9,0,8.95,4.475,No,0
15.3,0,7.65,3.825,No,0
17.1,0,8.55,4.275,No,0
16.05,0,8.025,4.0125,No,0
16.05,0.4,8.225,4.3125,No,0
16,0,8,4,No,0
17.35,0,8.675,4.3375,No,0
14.65,0.4,7.525,3.9625,No,0
16.2,0.6,8.4,4.5,No,0
12.7,0,6.35,3.175,No,0
15.55,0.2,7.875,4.0375,No,0
12.65,0,6.325,3.1625,No,0
12,0,6,3,No,0
14.1,0,7.05,3.525,No,0
10.55,0,5.275,2.6375,No,1
15.15,6,10.575,8.2875,Yes,1
15.45,1.6,8.525,5.0625,Yes,0
12.3,0,6.15,3.075,No,0
12.6,0.2,6.4,3.3,No,1
14.15,1.4,7.775,4.5875,Yes,0
13.25,0.4,6.825,3.6125,No,0
15,0.2,7.6,3.9,No,0
14.8,0,7.4,3.7,No,1
14.25,8.4,11.325,9.8625,Yes,1
14.9,13.4,14.15,13.775,Yes,0
12,0.2,6.1,3.15,No,0
16.45,0,8.225,4.1125,No,0
13.15,0,6.575,3.2875,No,0
13.65,0,6.825,3.4125,No,0
10.6,0,5.3,2.65,No,1
12.85,3,7.925,5.4625,Yes,0
10.7,0.2,5.45,2.825,No,1
13.55,0,6.775,3.3875,No,0
10.8,0.2,5.5,2.85,No,0
12.6,1,6.8,3.9,No,0
12.1,2,7.05,4.525,Yes,1
12.15,8.4,10.275,9.3375,Yes,1
14.95,21.2,18.075,19.6375,Yes,1
14.1,8.6,11.35,9.975,Yes,0
11.35,0.2,5.775,2.9875,No,0
10.65,0.2,5.425,2.8125,No,0
12.75,0.2,6.475,3.3375,No,0
12.65,0.2,6.425,3.3125,No,0
10.55,0.2,5.375,2.7875,No,0
11.5,0.2,5.85,3.025,No,0
13.1,0,6.55,3.275,No,0
13.2,0.6,6.9,3.75,No,0
16.7,0.8,8.75,4.775,No,0
15.25,0.2,7.725,3.9625,No,0
14.85,0,7.425,3.7125,No,0
13.85,0.2,7.025,3.6125,No,0
11.05,0,5.525,2.7625,No,0
10.4,0,5.2,2.6,No,0
12.65,0,6.325,3.1625,No,0
10.7,0,5.35,2.675,No,0
10.6,0,5.3,2.65,No,0
11.05,0.2,5.625,2.9125,No,0
13.7,0.2,6.95,3.575,No,0
13.65,0,6.825,3.4125,No,0
12.1,0.2,6.15,3.175,No,0
12.85,0,6.425,3.2125,No,0
14.4,0,7.2,3.6,No,0
12.8,0,6.4,3.2,No,0
14.65,0,7.325,3.6625,No,0
14.55,0.2,7.375,3.7875,No,0
12.7,0,6.35,3.175,No,0
14.2,0,7.1,3.55,No,0
11.95,0,5.975,2.9875,No,0
15.25,0,7.625,3.8125,No,0
10.2,0,5.1,2.55,No,0
10,0,5,2.5,No,0
13.45,0,6.725,3.3625,No,0
14.15,0,7.075,3.5375,No,0
14.9,0,7.45,3.725,No,0
12.9,0,6.45,3.225,No,0
15.55,0,7.775,3.8875,No,0
15.1,0,7.55,3.775,No,0
19.4,0,9.7,4.85,No,0
16.75,0,8.375,4.1875,No,0
16.35,0,8.175,4.0875,No,0
16.2,0,8.1,4.05,No,0
19.9,0,9.95,4.975,No,0
22.15,0,11.075,5.5375,No,0
18.25,0,9.125,4.5625,No,0
20.6,0,10.3,5.15,No,0
23.85,0,11.925,5.9625,No,0
17.1,0,8.55,4.275,No,0
15.55,0,7.775,3.8875,No,0
13.95,0,6.975,3.4875,No,1
18,2,10,6,Yes,0
16.8,0,8.4,4.2,No,0
15.6,0,7.8,3.9,No,1
19.3,16.8,18.05,17.425,Yes,0
18.7,0,9.35,4.675,No,0
14.7,0,7.35,3.675,No,0
15.25,0,7.625,3.8125,No,0
16.35,0,8.175,4.0875,No,0
22.4,0,11.2,5.6,No,0
22.1,0,11.05,5.525,No,0
21.3,0,10.65,5.325,No,0
15.8,0,7.9,3.95,No,0
18.1,0,9.05,4.525,No,0
18.45,0,9.225,4.6125,No,0
23.75,0,11.875,5.9375,No,0
16.55,0,8.275,4.1375,No,0
15.15,0,7.575,3.7875,No,0
18.25,0.2,9.225,4.7125,No,0
17.25,0,8.625,4.3125,No,0
21.3,0,10.65,5.325,No,0
21.2,0,10.6,5.3,No,0
17.35,0,8.675,4.3375,No,0
16.45,0,8.225,4.1125,No,0
17.7,0,8.85,4.425,No,0
18.15,0,9.075,4.5375,No,0
21.75,0,10.875,5.4375,No,0
22.85,0,11.425,5.7125,No,1
26.3,3.6,14.95,9.275,Yes,0
19.25,0,9.625,4.8125,No,0
16.1,0,8.05,4.025,No,0
17.85,0,8.925,4.4625,No,0
19.3,0,9.65,4.825,No,0
21.9,2.2,12.05,7.125,Yes,0
18.6,0.6,9.6,5.1,No,0
20.3,0,10.15,5.075,No,0
21.75,0,10.875,5.4375,No,0
17.15,1,9.075,5.0375,No,0
18.5,0,9.25,4.625,No,0
27.3,0,13.65,6.825,No,0
27.15,0,13.575,6.7875,No,0
16.85,0,8.425,4.2125,No,1
18.5,17.8,18.15,17.975,Yes,1
21.6,0,10.8,5.4,No,0
18.4,12,15.2,13.6,Yes,1
17.6,9,13.3,11.15,Yes,1
21.15,20.6,20.875,20.7375,Yes,0
22.45,0,11.225,5.6125,No,0
22.35,0,11.175,5.5875,No,1
22.6,2.6,12.6,7.6,Yes,1
21.55,7.8,14.675,11.2375,Yes,1
19.95,0,9.975,4.9875,No,0
18.7,1,9.85,5.425,No,0
24.85,0,12.425,6.2125,No,0
20.65,0,10.325,5.1625,No,1
18.7,4.8,11.75,8.275,Yes,0
19,0,9.5,4.75,No,0
22.45,0,11.225,5.6125,No,0
26.4,0,13.2,6.6,No,1
22.65,2.4,12.525,7.4625,Yes,0
18.35,0,9.175,4.5875,No,0
19.7,0,9.85,4.925,No,0
22.45,0,11.225,5.6125,No,0
27.75,0,13.875,6.9375,No,0
24.1,0,12.05,6.025,No,0
23.15,0,11.575,5.7875,No,0
24.75,0,12.375,6.1875,No,0
23.15,0,11.575,5.7875,No,1
23.4,1.4,12.4,6.9,Yes,0
23.95,0,11.975,5.9875,No,0
25.1,0,12.55,6.275,No,0
27.95,0,13.975,6.9875,No,0
30.7,0.2,15.45,7.825,No,0
19.5,1.2,10.35,5.775,Yes,1
24,25,24.5,24.75,Yes,1
22.15,5.8,13.975,9.8875,Yes,0
24.85,0.2,12.525,6.3625,No,0
22.2,0,11.1,5.55,No,0
23.8,0,11.9,5.95,No,0
26.25,0,13.125,6.5625,No,0
28.95,0,14.475,7.2375,No,0
26.7,1,13.85,7.425,No,0
27.05,0,13.525,6.7625,No,0
25.3,0,12.65,6.325,No,1
19.4,3,11.2,7.1,Yes,0
20.1,0.2,10.15,5.175,No,0
26.6,0,13.3,6.65,No,0
26.2,0,13.1,6.55,No,0
24.5,0,12.25,6.125,No,0
28.55,0,14.275,7.1375,No,0
28.95,0,14.475,7.2375,No,0
26.25,0,13.125,6.5625,No,1
20.35,9.4,14.875,12.1375,Yes,0
24.1,0.4,12.25,6.325,No,1
19.3,0,9.65,4.825,No,0
27.45,0,13.725,6.8625,No,0
27.2,0,13.6,6.8,No,0
26.8,0,13.4,6.7,No,0
26.8,0,13.4,6.7,No,0
19.9,0.6,10.25,5.425,No,0
21.45,0,10.725,5.3625,No,0
26.4,0,13.2,6.6,No,0
26.8,0,13.4,6.7,No,0
24.85,0,12.425,6.2125,No,0
24.15,0,12.075,6.0375,No,1
25.1,2.4,13.75,8.075,Yes,0
26.3,0.2,13.25,6.725,No,0
23.05,3.8,13.425,8.6125,Yes,1
22.75,6,14.375,10.1875,Yes,1
23.8,20.6,22.2,21.4,Yes,0
22.55,0,11.275,5.6375,No,0
24.6,0,12.3,6.15,No,0
26,0,13,6.5,No,1
20.95,8.8,14.875,11.8375,Yes,1
19.25,7,13.125,10.0625,Yes,1
21.4,0.2,10.8,5.5,No,1
23.25,0,11.625,5.8125,No,0
23.55,0,11.775,5.8875,No,0
23.4,0,11.7,5.85,No,0
22.55,0,11.275,5.6375,No,0
23.85,0,11.925,5.9625,No,0
23.8,0,11.9,5.95,No,0
23.1,0,11.55,5.775,No,1
22.35,5,13.675,9.3375,Yes,1
21.2,1.4,11.3,6.35,Yes,0
21.85,0,10.925,5.4625,No,0
22.1,0,11.05,5.525,No,0
24.5,0.6,12.55,6.575,No,0
23.8,0,11.9,5.95,No,0
23.45,3,13.225,8.1125,Yes,0
20.25,0,10.125,5.0625,No,1
21.2,0,10.6,5.3,No,1
19.4,9.6,14.5,12.05,Yes,1
22.9,3,12.95,7.975,Yes,1
21.55,0,10.775,5.3875,No,0
23.3,0,11.65,5.825,No,1
20.1,3.2,11.65,7.425,Yes,1
18.75,22.4,20.575,21.4875,Yes,0
20.45,0,10.225,5.1125,No,0
19.5,0.2,9.85,5.025,No,1
20.15,9,14.575,11.7875,Yes,0
19.6,0,9.8,4.9,No,0
19.85,0,9.925,4.9625,No,0
18.4,0,9.2,4.6,No,0
18.3,0,9.15,4.575,No,0
17.35,0,8.675,4.3375,No,0
16.1,0,8.05,4.025,No,0
16.35,0,8.175,4.0875,No,0
20,0,10,5,No,0
18.55,0,9.275,4.6375,No,0
